user,item,rating
137,175,0.10916989810278353
137,97,0.6679561814018848
137,139,0.10002328943093522
137,157,0.1725236723815152
137,35,0.09750799894903393
139,47,0.24940119212877063
139,157,0.20736904734906741
139,82,0.17837456832331686
140,106,0.6868132691507458
141,176,0.17615991783960097
141,87,0.1836535513173067
141,24,0.20742969859834387
143,158,0.2858989166790474
148,58,0.27614784415480276
149,82,0.2514292573826481
150,11,0.14405521010801559
150,173,0.31515635788152757
151,157,0.24137692309205383
151,40,0.10230016295455106
151,125,0.1544379445250943
153,37,0.3052474733725183
156,51,0.20078644820315147
156,147,0.17943202043653428
157,146,0.30305235425011473
158,82,0.16887017108943644
158,29,0.1118846411610361
158,86,0.3356539234831083
158,177,0.2219144009752756
158,40,0.08320406017244798
159,43,0.12439288966122819
159,51,0.4020704627504207
159,77,0.08282048977816021
159,86,0.10423869199699617
161,87,0.3718831198668018
162,66,0.24218008097700028
162,169,0.22698584846887856
163,151,0.3115756061836358
164,55,0.04390757403869603
164,124,0.045740490787101365
164,174,0.07072815371821886
164,144,0.027873825259774762
164,18,0.16248479035032196
164,166,0.01863920690884108
164,76,0.6036049812760648
164,135,0.05065008369518739
164,96,0.02167865504136873
164,35,0.07393880684438676
164,39,0.04139092226301436
164,160,0.08370263963205986
164,156,0.0810458845155974
164,108,0.3362125551015422
164,136,0.042331314548427874
164,81,0.06078441338669805
165,39,0.2764909949590467
165,40,0.1851856622807599
165,157,0.21847250322539916
166,82,0.3038677713724427
167,170,0.11114670947804951
167,112,0.24271248326340622
167,77,0.09050066626604152
168,145,0.4617159018982187
174,100,0.11330038037196209
174,138,0.1686864387493883
174,96,0.138222197889734
175,52,0.2748157777482906
175,78,0.17795373554574118
176,138,0.04401106498264207
176,78,0.07390685011887618
176,10,0.02853377653756056
176,46,0.2043578628765061
176,34,0.009130122890882537
176,134,0.00851483176881392
176,60,0.04453301736863214
176,86,0.05426160628297464
176,97,0.16851452122150737
176,153,0.008606811355490457
176,7,0.0270471036904445
176,67,0.07583691555106108
176,126,0.009377212143042733
176,77,0.06774794594230318
176,143,0.033705295800471595
176,15,0.008606811355490457
176,57,0.1702966353762784
176,158,0.08275755970045272
176,43,0.00925041483964457
176,175,0.03442724542196183
176,63,0.008906603473726429
176,66,0.04170517660227609
176,123,0.026407068421894643
177,94,0.05315421843364837
177,101,0.04322550842977173
177,61,0.11792428293290243
177,152,0.0580937482795615
177,178,0.05988659774128791
178,139,0.31435639269212934
180,177,0.22771886622483878
180,13,0.22962226445144232
181,37,0.2205153798455329
182,24,0.09089270201318489
182,156,0.08599140560415992
182,110,0.06688090911412231
182,141,0.8781013294723631
183,93,0.16071701716187137
184,94,0.15216583040062398
184,164,0.1355393526302369
184,101,0.12374267891674329
184,82,0.2045727941789254
184,57,0.29776720791392025
185,121,0.33375637885638976
186,14,0.2334365717592777
186,146,0.21432515508175567
190,152,0.41191469625764426
193,55,0.0931122775269834
193,67,0.08593468275866811
193,37,0.06455726077928102
193,5,0.19399847819583582
194,169,0.10567923847376143
194,57,0.11510267717308187
194,157,0.09193215292311921
194,78,0.0832554744971523
194,40,0.07792521426094362
194,102,0.12504621840027377
194,6,0.12039860941231317
195,40,0.34754601471857494
198,10,0.06266048723588699
198,160,0.11466532369945102
198,156,0.1665387009897206
198,47,0.05388506818044764
198,24,0.05867699768510082
198,168,0.07875107002242096
198,21,0.0763694241950719
198,3,0.37596292341532195
198,39,0.05670195731425295
198,121,0.05609599276105187
198,59,0.05551290032990686
198,157,0.04480369624355914
198,177,0.1012897234547363
199,50,0.43874714801316295
199,3,0.49523822218760194
200,175,0.43938922917395973
202,47,0.38431544597020495
203,164,0.26194823014994867
203,54,0.3559083775878865
204,164,0.021292378661389093
204,92,0.0063495551173889265
204,179,0.04377931970449353
204,8,0.05015753605328809
204,55,0.03343835736885873
204,46,0.019695910742440786
204,23,0.01181546824043898
204,6,0.0163098675371934
204,85,0.008359589342214683
204,154,0.008838736182427559
204,177,0.0985407763110233
204,122,0.08678969817842168
204,68,0.00825482425777658
204,99,0.11857621011267176
204,123,0.01611896870590504
207,53,0.17542858890300625
207,52,0.17017671180447907
207,121,0.30469701129346916
208,17,0.3145043294842763
211,101,0.305830222746687
211,87,0.3407785106423372
212,153,0.35547303517492745
212,166,0.1600770190873415
212,77,0.12718556678957146
213,108,0.43017954688671817
214,28,0.37817154523735746
215,163,0.21364854330838687
215,157,0.20388716249466296
215,118,0.23641352382481307
216,39,0.3102404512283856
216,104,0.3102404512283856
217,37,0.3190498503926029
218,163,0.0644891805722761
218,62,0.1611984420600609
218,57,0.07705393080455868
218,8,0.08262193271367199
218,19,0.0934628833824909
220,126,0.1022631744738067
220,93,0.09285848645701923
220,78,0.13433184250686583
220,58,0.14739300184327261
220,116,0.0909631495220838
220,146,0.08525617627335969
220,158,0.13884807023626117
222,120,0.30895797229978367
222,176,0.2685352777375745
223,110,0.5480245082834975
223,161,0.38173443418967007
225,176,0.6115196695351518
225,151,0.21439770276004008
227,37,0.3330077756781307
229,98,0.04403303334470363
229,22,0.047814657749469955
229,102,0.042825437903415434
229,67,0.07802050380125476
229,93,0.03942000499378475
229,146,0.10857808551518082
229,61,0.22345622533886328
232,84,0.16455224713407124
232,143,0.17113217983209741
232,86,0.15743023240310686
232,82,0.11880661190260283
233,165,0.26337628045683553
234,37,0.039143309659343595
234,7,0.11149933630886368
234,158,0.039364713871385244
234,94,0.05381323673254396
234,86,0.19173322290460246
234,15,0.05322124865139337
234,82,0.07234688742672783
234,137,0.0665090166429623
234,177,0.19014389672436713
234,14,0.05265248186295416
234,40,0.035646051258837935
234,4,0.06512685756133084
236,135,0.021109964943208763
236,136,0.29992869736238525
236,159,0.14456383549318963
236,33,0.018070479436648704
236,20,0.01706656958311232
236,178,0.019652074739234793
236,74,0.25333755486145954
236,52,0.07625497030265475
236,4,0.25331957931850513
236,32,0.01706656958311232
237,58,0.2539096545204421
238,136,0.03422162211179239
238,9,0.006925382556847438
238,83,0.012971243344273579
238,121,0.026483032541051273
238,60,0.006925382556847438
238,178,0.08386149095636798
238,4,0.024568025481434996
238,122,0.04913605096286999
238,110,0.025479266822646177
238,82,0.004548610308040064
238,147,0.020776147670542314
238,117,0.008189341827145
238,119,0.007010212166871401
238,140,0.026310134041768275
238,34,0.007099181410389749
238,124,0.05176875158900854
238,162,0.2328896012457678
238,158,0.009899789730126281
239,172,0.48344805464410084
240,84,0.19526612174384245
240,58,0.32572264222705766
240,68,0.21727818521552686
241,142,0.3257338384983204
241,158,0.20449030340936486
241,160,0.2795469349232857
243,47,0.11828120192617485
243,74,0.36556319562077905
243,6,0.12879979641802594
244,164,0.31962097922324373
244,131,0.4779741631603964
245,74,0.4590323928152603
248,80,0.366270246369569
249,81,0.14334033249994363
249,58,0.11495598721973047
249,158,0.1082915524343288
249,94,0.1480391542111357
249,143,0.14334033249994363
249,142,0.1724982674643566
250,58,0.30734179120654426
251,170,0.41612336652433496
252,90,0.43058781072717855
253,14,0.21597148495857105
253,93,0.21597148495857105
253,148,0.25279408637961825
254,19,0.5021448392576929
255,82,0.12031038843915139
255,26,0.26539862313493234
255,179,0.24584237659727556
256,146,0.21134972627067436
256,167,0.0857113062927364
256,104,0.07756082094389101
256,34,0.16455335140666805
256,37,0.05704464492228977
256,132,0.0812455577231938
257,24,0.298397710557587
257,79,0.6678207859338217
258,57,0.21729564551148595
258,115,0.22729352777427989
259,141,0.24130568976786507
259,130,0.22750151466028845
259,42,0.24130568976786507
261,124,0.03959865794852283
261,85,0.07602371447217031
261,93,0.07090037526409483
261,50,0.035081698991887914
261,179,0.049767194965442636
261,72,0.04826210008616584
261,130,0.04221793120096962
261,156,0.035081698991887914
261,63,0.03708126864752239
261,163,0.05933905065330997
261,40,0.0719999795312489
261,129,0.0337328280868044
261,169,0.03254788615449211
262,1,0.1718831477463243
262,157,0.27744903599872967
262,106,0.17751762795390147
264,164,0.24405642829349772
265,78,0.5831910962772348
266,52,0.40221845991283456
266,157,0.1437977463664364
268,78,0.31087458637718646
270,140,0.23687437451403465
270,17,0.18705100386254706
270,162,0.4338088119752263
270,63,0.18705100386254706
271,50,0.40912119191423607
272,40,0.1501793276555189
272,38,0.21730086945658972
274,162,0.2667842583325299
274,152,0.7370534912881527
276,100,0.06356154254489159
276,50,0.1449470867115036
276,29,0.13334168693190088
276,107,0.17766087131526132
276,36,0.21970435732729007
276,121,0.21970435732729007
277,38,0.5374107950290151
278,83,0.17386849393135698
278,82,0.12194051144506714
279,60,0.3899101359102903
279,65,0.221961112615833
279,82,0.256094049513158
280,37,0.2126840964609339
280,177,0.5165708166265124
281,78,0.1638321332350203
283,118,0.43289968761827424
284,73,0.2885451652702386
284,91,0.262112466019873
285,18,0.19628168561090523
285,177,0.15630668454766897
285,67,0.5139931537518994
286,159,0.19884100340969052
286,161,0.20136456949195425
288,134,0.42655894167827274
290,12,0.47991653036576676
291,40,0.21720471584364684
291,13,0.2920755506436032
293,92,0.3152947268354586
293,163,0.3240036198956454
294,82,0.6554500910058046
295,118,0.26305010465626594
295,37,0.21116052586683884
299,58,0.34909496756700875
299,170,0.3907423906484961
300,148,0.4444339453231456
301,176,0.14967032486858642
301,87,0.1560371225533785
303,168,0.19318321537712108
303,40,0.006654406229699358
303,146,0.24366028270849308
303,31,0.07377603668864628
303,61,0.011143522865635433
303,25,0.011505015958478398
303,170,0.008731501605571528
303,7,0.01040735021045406
303,102,0.01067829383101464
303,69,0.05752507979239199
303,158,0.022045818930740514
303,177,0.008874017501365091
303,74,0.204266949850735
303,143,0.009726997611939762
303,103,0.013798801098365792
303,104,0.029806034279076233
305,170,0.13083454058293598
305,58,0.23377898479682302
305,31,0.1579249530234571
305,101,0.24482335301517358
305,8,0.1579249530234571
306,167,0.9183653005764376
307,134,0.4274660274818164
308,152,0.27411486807442037
308,74,0.4856940002102575
309,161,0.1848681865321815
309,81,0.17061755317078844
309,110,0.13269997142990544
309,100,0.14963687937178377
310,172,0.7436266162230559
310,5,0.07304681856626177
311,159,0.2213013225727498
311,78,0.15117777365078472
315,158,0.15944089139796774
315,77,0.3085097067028972
315,83,0.20890813418564946
315,29,0.19414669232955423
318,49,0.40310187212053633
322,20,0.47067408491649215
322,21,0.3203892745220475
322,158,0.17594565368864315
323,146,0.5516880162814848
323,40,0.13560029227690903
328,14,0.16061463760366493
328,142,0.47819335898875825
328,157,0.06414120760922067
328,111,0.29222728134300957
328,50,0.07947256060513985
328,145,0.08844082719307153
328,35,0.14500690178491152
330,12,0.2597183365444936
330,170,0.456497711430176
331,78,0.20971117707165765
331,13,0.26394457281831407
334,174,0.4388707325342978
335,40,0.15532223186800329
337,110,0.3312827702190505
339,121,0.4846872592141383
339,158,0.1811840069166304
342,82,0.06354486352532064
342,111,0.8975193210092748
342,112,0.08971130200653456
343,157,0.09782006907342049
343,118,0.11342542094105268
343,127,0.12517460416247334
343,44,0.13885187170699978
343,63,0.1281096973645926
344,170,0.27741682409544083
344,155,0.2944322682028181
345,78,0.010895623841135349
345,157,0.012031138651312346
345,153,0.015226179254052976
345,166,0.013713340511911974
345,19,0.29234056716062534
345,105,0.512687126424242
345,169,0.04149064925215677
345,12,0.045678537762158924
345,151,0.014074335076766722
345,174,0.017345502958009962
345,106,0.015395542372511598
345,9,0.0315130738747327
345,161,0.0484558852307463
345,139,0.041851441494107536
345,176,0.0267625154071863
345,86,0.08228004307147184
345,123,0.015572114563632423
345,143,0.029813763452679665
345,71,0.08538872116555611
346,48,0.14664488083057747
346,79,0.13588631558172035
346,39,0.11734685099969773
346,17,0.3643028158429553
347,83,0.32534902611705707
348,108,0.26509307099471224
348,82,0.14418089104982595
348,91,0.21951931695318813
349,154,0.43665796114389893
349,151,0.3598642991245571
350,90,0.1476996158511122
350,15,0.15086326355766846
350,14,0.14925101250979858
351,77,0.13724431110672883
351,174,0.036414797337933534
351,172,0.03269178168718931
351,171,0.10755801029406818
351,32,0.03162392169117991
351,82,0.10863174069070765
351,160,0.032321089608052425
351,97,0.03911623100451127
351,129,0.06018384584654601
351,112,0.030672801406572688
351,55,0.03390910110398311
351,96,0.06696828250618389
351,72,0.04305299846698297
351,76,0.2219782152794694
351,148,0.07403144348612448
354,59,0.2378745296717575
354,52,0.26850216511223657
355,59,0.43536108077195584
356,17,0.26729917388500063
356,86,0.23263770488456514
356,133,0.23263770488456514
357,59,0.3379937518945755
357,9,0.35725855575252774
359,136,0.25253836472851016
359,94,0.2496748324689721
